,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,frequency,country,theme,perc_freq,cluster
32203,32203,32203,32203,2343,protester,6,UK,empowerment,0.0001307161064029106,"UK, empowerment"
32220,32220,32220,32220,2360,deadly,6,UK,violence,0.0001307161064029106,"UK, violence"
32221,32221,32221,32221,2361,secretary,6,UK,female,0.0001307161064029106,"UK, female"
32266,32266,32266,32266,2406,angel,6,UK,female,0.0001307161064029106,"UK, female"
32302,32302,32302,32302,2442,ms,5,UK,female,0.00010893008866909217,"UK, female"
32307,32307,32307,32307,2447,governor,5,UK,empowerment,0.00010893008866909217,"UK, empowerment"
32388,32388,32388,32388,2528,arson,5,UK,violence,0.00010893008866909217,"UK, violence"
32473,32473,32473,32473,2613,bride,5,UK,female,0.00010893008866909217,"UK, female"
32554,32554,32554,32554,2694,leadership,5,UK,empowerment,0.00010893008866909217,"UK, empowerment"
32592,32592,32592,32592,2732,mayor,5,UK,empowerment,0.00010893008866909217,"UK, empowerment"
32612,32612,32612,32612,2752,weapon,5,UK,violence,0.00010893008866909217,"UK, violence"
32613,32613,32613,32613,2753,fiancee,5,UK,female,0.00010893008866909217,"UK, female"
32657,32657,32657,32657,2797,alcohol,5,UK,violence,0.00010893008866909217,"UK, violence"
32683,32683,32683,32683,2823,virgin,5,UK,female,0.00010893008866909217,"UK, female"
32707,32707,32707,32707,2847,shooting,5,UK,violence,0.00010893008866909217,"UK, violence"
32986,32986,32986,32986,3126,nephew,4,UK,male,8.714407093527375e-05,"UK, male"
32992,32992,32992,32992,3132,passionate,4,UK,empowerment,8.714407093527375e-05,"UK, empowerment"
32999,32999,32999,32999,3139,sir,4,UK,male,8.714407093527375e-05,"UK, male"
33189,33189,33189,33189,3329,makeup,4,UK,female,8.714407093527375e-05,"UK, female"
33224,33224,33224,33224,3364,granddaughter,4,UK,female,8.714407093527375e-05,"UK, female"
33287,33287,33287,33287,3427,mistress,4,UK,female,8.714407093527375e-05,"UK, female"
33299,33299,33299,33299,3439,deputy,4,UK,empowerment,8.714407093527375e-05,"UK, empowerment"
33306,33306,33306,33306,3446,inspirational,4,UK,empowerment,8.714407093527375e-05,"UK, empowerment"
33372,33372,33372,33372,3512,empower,4,UK,empowerment,8.714407093527375e-05,"UK, empowerment"
33534,33534,33534,33534,3674,breakthrough,3,UK,empowerment,6.53580532014553e-05,"UK, empowerment"
33546,33546,33546,33546,3686,independent,3,UK,male,6.53580532014553e-05,"UK, male"
33571,33571,33571,33571,3711,mr,3,UK,male,6.53580532014553e-05,"UK, male"
33597,33597,33597,33597,3737,genius,3,UK,empowerment,6.53580532014553e-05,"UK, empowerment"
33656,33656,33656,33656,3796,courage,3,UK,empowerment,6.53580532014553e-05,"UK, empowerment"
33701,33701,33701,33701,3841,killing,3,UK,violence,6.53580532014553e-05,"UK, violence"
33741,33741,33741,33741,3881,graduate,3,UK,empowerment,6.53580532014553e-05,"UK, empowerment"
33744,33744,33744,33744,3884,beater,3,UK,violence,6.53580532014553e-05,"UK, violence"
33833,33833,33833,33833,3973,sensitive,3,UK,female,6.53580532014553e-05,"UK, female"
33924,33924,33924,33924,4064,waitress,3,UK,female,6.53580532014553e-05,"UK, female"
33982,33982,33982,33982,4122,passion,3,UK,empowerment,6.53580532014553e-05,"UK, empowerment"
34048,34048,34048,34048,4188,battery,3,UK,violence,6.53580532014553e-05,"UK, violence"
34063,34063,34063,34063,4203,heroine,3,UK,female,6.53580532014553e-05,"UK, female"
34092,34092,34092,34092,4232,criminal,3,UK,violence,6.53580532014553e-05,"UK, violence"
34134,34134,34134,34134,4274,strength,3,UK,male,6.53580532014553e-05,"UK, male"
34184,34184,34184,34184,4324,murderer,3,UK,violence,6.53580532014553e-05,"UK, violence"
34294,34294,34294,34294,4434,clever,3,UK,empowerment,6.53580532014553e-05,"UK, empowerment"
34435,34435,34435,34435,4575,men,2,UK,male,4.357203546763687e-05,"UK, male"
34626,34626,34626,34626,4766,objective,2,UK,male,4.357203546763687e-05,"UK, male"
34705,34705,34705,34705,4845,weak,2,UK,female,4.357203546763687e-05,"UK, female"
34843,34843,34843,34843,4983,ambitious,2,UK,male,4.357203546763687e-05,"UK, male"
34901,34901,34901,34901,5041,theft,2,UK,violence,4.357203546763687e-05,"UK, violence"
35126,35126,35126,35126,5266,kidnapping,2,UK,violence,4.357203546763687e-05,"UK, violence"
35171,35171,35171,35171,5311,stubborn,2,UK,male,4.357203546763687e-05,"UK, male"
35794,35794,35794,35794,5934,earning,2,UK,empowerment,4.357203546763687e-05,"UK, empowerment"
35916,35916,35916,35916,6056,madam,2,UK,female,4.357203546763687e-05,"UK, female"
35941,35941,35941,35941,6081,wealthy,2,UK,empowerment,4.357203546763687e-05,"UK, empowerment"
36158,36158,36158,36158,6298,athletic,2,UK,male,4.357203546763687e-05,"UK, male"
36195,36195,36195,36195,6335,intelligent,2,UK,male,4.357203546763687e-05,"UK, male"
36242,36242,36242,36242,6382,defense,2,UK,violence,4.357203546763687e-05,"UK, violence"
36331,36331,36331,36331,6471,cheer,2,UK,female,4.357203546763687e-05,"UK, female"
36475,36475,36475,36475,6615,armed,1,UK,violence,2.1786017733818436e-05,"UK, violence"
36481,36481,36481,36481,6621,frail,1,UK,female,2.1786017733818436e-05,"UK, female"
36721,36721,36721,36721,6861,kissing,1,UK,female,2.1786017733818436e-05,"UK, female"
36777,36777,36777,36777,6917,soft,1,UK,female,2.1786017733818436e-05,"UK, female"
36877,36877,36877,36877,7017,bold,1,UK,male,2.1786017733818436e-05,"UK, male"
37686,37686,37686,37686,7826,decisive,1,UK,male,2.1786017733818436e-05,"UK, male"
37807,37807,37807,37807,7947,modest,1,UK,female,2.1786017733818436e-05,"UK, female"
37876,37876,37876,37876,8016,mummy,1,UK,female,2.1786017733818436e-05,"UK, female"
38015,38015,38015,38015,8155,murdered,1,UK,violence,2.1786017733818436e-05,"UK, violence"
38292,38292,38292,38292,8432,nurture,1,UK,female,2.1786017733818436e-05,"UK, female"
38388,38388,38388,38388,8528,badass,1,UK,empowerment,2.1786017733818436e-05,"UK, empowerment"
38629,38629,38629,38629,8769,emotion,1,UK,female,2.1786017733818436e-05,"UK, female"
38858,38858,38858,38858,8998,powerless,1,UK,female,2.1786017733818436e-05,"UK, female"
39363,39363,39363,39363,9503,feminine,1,UK,female,2.1786017733818436e-05,"UK, female"
39763,39763,39763,39763,9903,chairman,1,UK,male,2.1786017733818436e-05,"UK, male"
39797,39797,39797,39797,9937,superior,1,UK,male,2.1786017733818436e-05,"UK, male"
40053,40053,40053,40053,10193,aggressive,1,UK,male,2.1786017733818436e-05,"UK, male"
40574,40574,40574,40574,10714,slut,1,UK,female,2.1786017733818436e-05,"UK, female"
40865,40865,40865,40865,11005,wealth,1,UK,empowerment,2.1786017733818436e-05,"UK, empowerment"
41492,41492,41492,41492,11632,confident,1,UK,male,2.1786017733818436e-05,"UK, male"
42120,42120,42120,42120,12260,terrorist,1,UK,violence,2.1786017733818436e-05,"UK, violence"
42366,42366,42366,42366,12506,wanted,1,UK,violence,2.1786017733818436e-05,"UK, violence"
42380,42380,42380,42380,12520,grandfather,1,UK,male,2.1786017733818436e-05,"UK, male"
42706,42706,42706,42706,12846,shoplift,1,UK,violence,2.1786017733818436e-05,"UK, violence"
42773,42773,42773,42773,12913,gentle,1,UK,female,2.1786017733818436e-05,"UK, female"
42915,42915,42915,42915,13055,accomplice,1,UK,violence,2.1786017733818436e-05,"UK, violence"
43022,43022,43022,43022,13162,gangrape,1,UK,violence,2.1786017733818436e-05,"UK, violence"
43034,43034,43034,43034,13174,stealer,1,UK,violence,2.1786017733818436e-05,"UK, violence"
43095,43095,43095,43095,13235,goddess,1,UK,empowerment,2.1786017733818436e-05,"UK, empowerment"
43148,43148,43148,43148,13288,employment,1,UK,empowerment,2.1786017733818436e-05,"UK, empowerment"
43177,43177,43177,43177,1,man,366,India,male,0.01175639213670821,"India, male"
43178,43178,43178,43178,2,rape,330,India,violence,0.010600025697031994,"India, violence"
43180,43180,43180,43180,4,arrest,233,India,violence,0.007484260567904407,"India, violence"
43183,43183,43183,43183,7,police,199,India,violence,0.006392136708210202,"India, violence"
43184,43184,43184,43184,8,die,197,India,violence,0.00632789412822819,"India, violence"
43185,43185,43185,43185,9,kill,190,India,violence,0.0061030450982911474,"India, violence"
43188,43188,43188,43188,12,find,166,India,violence,0.005332134138507002,"India, violence"
43194,43194,43194,43194,18,husband,146,India,male,0.004689708338686881,"India, male"
43197,43197,43197,43197,21,love,143,India,female,0.004593344468713864,"India, female"
43198,43198,43198,43198,22,daughter,140,India,female,0.004496980598740845,"India, female"
43199,43199,43199,43199,23,death,137,India,violence,0.004400616728767827,"India, violence"
43204,43204,43204,43204,28,life,124,India,violence,0.003983039958884749,"India, violence"
43205,43205,43205,43205,29,cop,123,India,violence,0.003950918668893743,"India, violence"
43207,43207,43207,43207,31,home,122,India,female,0.003918797378902736,"India, female"
43209,43209,43209,43209,33,family,117,India,female,0.0037581909289477067,"India, female"
43212,43212,43212,43212,36,murder,111,India,violence,0.0035654631890016703,"India, violence"
43213,43213,43213,43213,37,accuse,111,India,female,0.0035654631890016703,"India, female"
43215,43215,43215,43215,39,mother,105,India,female,0.0033727354490556342,"India, female"
43216,43216,43216,43216,40,miss,103,India,female,0.003308492869073622,"India, female"
43220,43220,43220,43220,44,child,100,India,female,0.0032121289991006038,"India, female"
43235,43235,43235,43235,59,dead,92,India,violence,0.0029551586791725557,"India, violence"
43237,43237,43237,43237,61,body,87,India,female,0.0027945522292175252,"India, female"
43240,43240,43240,43240,64,son,85,India,male,0.002730309649235513,"India, male"
43241,43241,43241,43241,65,win,85,India,empowerment,0.002730309649235513,"India, empowerment"
43246,43246,43246,43246,70,gang,82,India,violence,0.002633945779262495,"India, violence"
43249,43249,43249,43249,73,marriage,77,India,female,0.002473339329307465,"India, female"
43250,43250,43250,43250,74,baby,75,India,female,0.0024090967493254527,"India, female"
43251,43251,43251,43251,75,father,74,India,male,0.0023769754593344467,"India, male"
43254,43254,43254,43254,78,shoot,74,India,violence,0.0023769754593344467,"India, violence"
43256,43256,43256,43256,80,assault,73,India,violence,0.0023448541693434407,"India, violence"
43259,43259,43259,43259,83,officer,71,India,empowerment,0.0022806115893614287,"India, empowerment"
43262,43262,43262,43262,86,attack,70,India,violence,0.0022484902993704227,"India, violence"
43265,43265,43265,43265,89,boss,69,India,empowerment,0.0022163690093794167,"India, empowerment"
43267,43267,43267,43267,91,beat,68,India,violence,0.0021842477193884107,"India, violence"
43269,43269,43269,43269,93,fight,67,India,violence,0.0021521264293974047,"India, violence"
43272,43272,43272,43272,96,hospital,65,India,violence,0.0020878838494153926,"India, violence"
43276,43276,43276,43276,100,suicide,63,India,violence,0.0020236412694333806,"India, violence"
43280,43280,43280,43280,104,marry,58,India,female,0.0018630348194783502,"India, female"
43285,43285,43285,43285,109,leader,57,India,empowerment,0.0018309135294873441,"India, empowerment"
43288,43288,43288,43288,112,lose,56,India,female,0.0017987922394963381,"India, female"
43290,43290,43290,43290,114,save,56,India,male,0.0017987922394963381,"India, male"
43291,43291,43291,43291,115,mom,56,India,female,0.0017987922394963381,"India, female"
43292,43292,43292,43292,116,law,56,India,violence,0.0017987922394963381,"India, violence"
43296,43296,43296,43296,120,lead,55,India,empowerment,0.0017666709495053321,"India, empowerment"
43300,43300,43300,43300,124,pay,54,India,empowerment,0.0017345496595143261,"India, empowerment"
43304,43304,43304,43304,128,allegedly,53,India,violence,0.0017024283695233201,"India, violence"
43307,43307,43307,43307,131,wife,53,India,female,0.0017024283695233201,"India, female"
43309,43309,43309,43309,133,force,52,India,male,0.0016703070795323141,"India, male"
43310,43310,43310,43310,134,head,52,India,male,0.0016703070795323141,"India, male"
43314,43314,43314,43314,138,court,51,India,violence,0.0016381857895413079,"India, violence"
43315,43315,43315,43315,139,wedding,51,India,female,0.0016381857895413079,"India, female"
43317,43317,43317,43317,141,star,51,India,empowerment,0.0016381857895413079,"India, empowerment"
43325,43325,43325,43325,149,boy,49,India,male,0.0015739432095592959,"India, male"
43328,43328,43328,43328,152,fire,47,India,violence,0.0015097006295772839,"India, violence"
43330,43330,43330,43330,154,kid,47,India,female,0.0015097006295772839,"India, female"
43334,43334,43334,43334,158,run,46,India,violence,0.0014775793395862778,"India, violence"
43335,43335,43335,43335,159,brother,46,India,male,0.0014775793395862778,"India, male"
43336,43336,43336,43336,160,launch,46,India,empowerment,0.0014775793395862778,"India, empowerment"
43337,43337,43337,43337,161,allege,46,India,violence,0.0014775793395862778,"India, violence"
43347,43347,43347,43347,171,work,45,India,empowerment,0.0014454580495952718,"India, empowerment"
43349,43349,43349,43349,173,sister,45,India,female,0.0014454580495952718,"India, female"
43352,43352,43352,43352,176,sexual,44,India,female,0.0014133367596042656,"India, female"
43353,43353,43353,43353,177,birth,44,India,female,0.0014133367596042656,"India, female"
43356,43356,43356,43356,180,pregnant,44,India,female,0.0014133367596042656,"India, female"
43357,43357,43357,43357,181,fall,44,India,violence,0.0014133367596042656,"India, violence"
43358,43358,43358,43358,182,hit,44,India,violence,0.0014133367596042656,"India, violence"
43364,43364,43364,43364,188,break,43,India,violence,0.0013812154696132596,"India, violence"
43366,43366,43366,43366,190,job,43,India,empowerment,0.0013812154696132596,"India, empowerment"
43368,43368,43368,43368,192,report,43,India,violence,0.0013812154696132596,"India, violence"
43372,43372,43372,43372,196,burn,42,India,violence,0.0013490941796222536,"India, violence"
43373,43373,43373,43373,197,parent,42,India,empowerment,0.0013490941796222536,"India, empowerment"
43380,43380,43380,43380,204,actor,40,India,empowerment,0.0012848515996402416,"India, empowerment"
43384,43384,43384,43384,208,victim,40,India,female,0.0012848515996402416,"India, female"
43385,43385,43385,43385,209,injure,39,India,violence,0.0012527303096492356,"India, violence"
43392,43392,43392,43392,216,gender,38,India,female,0.0012206090196582296,"India, female"
43395,43395,43395,43395,219,abuse,38,India,violence,0.0012206090196582296,"India, violence"
43396,43396,43396,43396,220,young,38,India,female,0.0012206090196582296,"India, female"
43401,43401,43401,43401,225,gangrape,36,India,violence,0.0011563664396762173,"India, violence"
43407,43407,43407,43407,231,doctor,36,India,empowerment,0.0011563664396762173,"India, empowerment"
43419,43419,43419,43419,243,inspire,35,India,empowerment,0.0011242451496852113,"India, empowerment"
43420,43420,43420,43420,244,minister,35,India,empowerment,0.0011242451496852113,"India, empowerment"
43422,43422,43422,43422,246,boyfriend,35,India,male,0.0011242451496852113,"India, male"
43423,43423,43423,43423,247,sex,35,India,female,0.0011242451496852113,"India, female"
43430,43430,43430,43430,254,dream,34,India,empowerment,0.0010921238596942053,"India, empowerment"
43435,43435,43435,43435,259,dress,33,India,female,0.0010600025697031993,"India, female"
43443,43443,43443,43443,267,dance,32,India,female,0.0010278812797121933,"India, female"
43451,43451,43451,43451,275,feel,31,India,female,0.0009957599897211873,"India, female"
43457,43457,43457,43457,281,charge,30,India,violence,0.0009636386997301812,"India, violence"
43460,43460,43460,43460,284,1st,30,India,empowerment,0.0009636386997301812,"India, empowerment"
43462,43462,43462,43462,286,jail,30,India,violence,0.0009636386997301812,"India, violence"
43464,43464,43464,43464,288,harassment,30,India,violence,0.0009636386997301812,"India, violence"
43465,43465,43465,43465,289,bail,30,India,violence,0.0009636386997301812,"India, violence"
43477,43477,43477,43477,301,protest,28,India,empowerment,0.0008993961197481691,"India, empowerment"
43487,43487,43487,43487,311,question,28,India,female,0.0008993961197481691,"India, female"
43489,43489,43489,43489,313,adorable,28,India,female,0.0008993961197481691,"India, female"
43490,43490,43490,43490,314,lover,28,India,female,0.0008993961197481691,"India, female"
43498,43498,43498,43498,322,battle,27,India,male,0.0008672748297571631,"India, male"
43500,43500,43500,43500,324,crime,27,India,violence,0.0008672748297571631,"India, violence"
43505,43505,43505,43505,329,actress,27,India,female,0.0008672748297571631,"India, female"
43508,43508,43508,43508,332,ex,27,India,female,0.0008672748297571631,"India, female"
43510,43510,43510,43510,334,stab,26,India,violence,0.0008351535397661571,"India, violence"
43513,43513,43513,43513,337,harass,26,India,violence,0.0008351535397661571,"India, violence"
43525,43525,43525,43525,349,chief,25,India,empowerment,0.0008030322497751509,"India, empowerment"
43526,43526,43526,43526,350,award,25,India,empowerment,0.0008030322497751509,"India, empowerment"
43528,43528,43528,43528,352,drug,25,India,violence,0.0008030322497751509,"India, violence"
43529,43529,43529,43529,353,sexually,25,India,female,0.0008030322497751509,"India, female"
43531,43531,43531,43531,355,beauty,25,India,female,0.0008030322497751509,"India, female"
43538,43538,43538,43538,362,security,25,India,violence,0.0008030322497751509,"India, violence"
43540,43540,43540,43540,364,struggle,25,India,female,0.0008030322497751509,"India, female"
43541,43541,43541,43541,365,single,25,India,female,0.0008030322497751509,"India, female"
43564,43564,43564,43564,388,weight,24,India,female,0.0007709109597841449,"India, female"
43571,43571,43571,43571,395,kidnap,23,India,violence,0.0007387896697931389,"India, violence"
43573,43573,43573,43573,397,relationship,23,India,female,0.0007387896697931389,"India, female"
43576,43576,43576,43576,400,risk,23,India,violence,0.0007387896697931389,"India, violence"
43593,43593,43593,43593,417,entrepreneur,22,India,empowerment,0.0007066683798021328,"India, empowerment"
43595,43595,43595,43595,419,date,22,India,female,0.0007066683798021328,"India, female"
43597,43597,43597,43597,421,slam,22,India,violence,0.0007066683798021328,"India, violence"
43604,43604,43604,43604,428,girlfriend,21,India,female,0.0006745470898111268,"India, female"
43607,43607,43607,43607,431,teen,21,India,female,0.0006745470898111268,"India, female"
43608,43608,43608,43608,432,hair,21,India,female,0.0006745470898111268,"India, female"
43615,43615,43615,43615,439,education,21,India,empowerment,0.0006745470898111268,"India, empowerment"
43624,43624,43624,43624,448,hero,20,India,male,0.0006424257998201208,"India, male"
43628,43628,43628,43628,452,dad,20,India,male,0.0006424257998201208,"India, male"
43634,43634,43634,43634,458,worker,20,India,empowerment,0.0006424257998201208,"India, empowerment"
43636,43636,43636,43636,460,activist,20,India,empowerment,0.0006424257998201208,"India, empowerment"
43646,43646,43646,43646,470,lawyer,19,India,empowerment,0.0006103045098291148,"India, empowerment"
43649,43649,43649,43649,473,appoint,19,India,empowerment,0.0006103045098291148,"India, empowerment"
43654,43654,43654,43654,478,bride,19,India,female,0.0006103045098291148,"India, female"
43657,43657,43657,43657,481,rob,19,India,violence,0.0006103045098291148,"India, violence"
43664,43664,43664,43664,488,power,19,India,male,0.0006103045098291148,"India, male"
43677,43677,43677,43677,501,queen,19,India,female,0.0006103045098291148,"India, female"
43678,43678,43678,43678,502,rise,19,India,empowerment,0.0006103045098291148,"India, empowerment"
43688,43688,43688,43688,512,princess,18,India,female,0.0005781832198381087,"India, female"
43697,43697,43697,43697,521,suspect,18,India,violence,0.0005781832198381087,"India, violence"
43699,43699,43699,43699,523,male,18,India,male,0.0005781832198381087,"India, male"
43703,43703,43703,43703,527,couple,18,India,female,0.0005781832198381087,"India, female"
43707,43707,43707,43707,531,divorce,18,India,female,0.0005781832198381087,"India, female"
43715,43715,43715,43715,539,teenage,17,India,female,0.0005460619298471027,"India, female"
43719,43719,43719,43719,543,violence,17,India,violence,0.0005460619298471027,"India, violence"
43721,43721,43721,43721,545,uncle,17,India,male,0.0005460619298471027,"India, male"
43723,43723,43723,43723,547,career,17,India,empowerment,0.0005460619298471027,"India, empowerment"
43727,43727,43727,43727,551,pregnancy,17,India,female,0.0005460619298471027,"India, female"
43728,43728,43728,43728,552,director,17,India,empowerment,0.0005460619298471027,"India, empowerment"
43729,43729,43729,43729,553,steal,17,India,violence,0.0005460619298471027,"India, violence"
43730,43730,43730,43730,554,makeup,17,India,female,0.0005460619298471027,"India, female"
43731,43731,43731,43731,555,escape,17,India,violence,0.0005460619298471027,"India, violence"
43733,43733,43733,43733,557,brutally,17,India,violence,0.0005460619298471027,"India, violence"
43735,43735,43735,43735,559,justice,17,India,violence,0.0005460619298471027,"India, violence"
43739,43739,43739,43739,563,drown,17,India,violence,0.0005460619298471027,"India, violence"
43756,43756,43756,43756,580,married,16,India,female,0.0005139406398560967,"India, female"
43767,43767,43767,43767,591,affair,16,India,female,0.0005139406398560967,"India, female"
43771,43771,43771,43771,595,business,16,India,empowerment,0.0005139406398560967,"India, empowerment"
43772,43772,43772,43772,596,threaten,16,India,violence,0.0005139406398560967,"India, violence"
43791,43791,43791,43791,615,perfect,15,India,empowerment,0.0004818193498650906,"India, empowerment"
43793,43793,43793,43793,617,beautiful,15,India,female,0.0004818193498650906,"India, female"
43800,43800,43800,43800,624,cheat,15,India,female,0.0004818193498650906,"India, female"
43804,43804,43804,43804,628,cook,15,India,female,0.0004818193498650906,"India, female"
43813,43813,43813,43813,637,worth,15,India,empowerment,0.0004818193498650906,"India, empowerment"
43836,43836,43836,43836,660,survivor,14,India,empowerment,0.00044969805987408453,"India, empowerment"
43844,43844,43844,43844,668,suffer,14,India,violence,0.00044969805987408453,"India, violence"
43861,43861,43861,43861,685,alleged,14,India,violence,0.00044969805987408453,"India, violence"
43872,43872,43872,43872,696,terrorist,13,India,violence,0.00041757676988307853,"India, violence"
43887,43887,43887,43887,711,winner,13,India,empowerment,0.00041757676988307853,"India, empowerment"
43909,43909,43909,43909,733,survive,13,India,empowerment,0.00041757676988307853,"India, empowerment"
43917,43917,43917,43917,741,artist,13,India,empowerment,0.00041757676988307853,"India, empowerment"
43924,43924,43924,43924,748,empower,13,India,empowerment,0.00041757676988307853,"India, empowerment"
43932,43932,43932,43932,756,outrage,13,India,violence,0.00041757676988307853,"India, violence"
43939,43939,43939,43939,763,domestic,12,India,female,0.00038545547989207247,"India, female"
43984,43984,43984,43984,808,powerful,12,India,empowerment,0.00038545547989207247,"India, empowerment"
43989,43989,43989,43989,813,expert,12,India,empowerment,0.00038545547989207247,"India, empowerment"
43998,43998,43998,43998,822,cry,11,India,female,0.0003533341899010664,"India, female"
44011,44011,44011,44011,835,horror,11,India,violence,0.0003533341899010664,"India, violence"
44014,44014,44014,44014,838,success,11,India,empowerment,0.0003533341899010664,"India, empowerment"
44021,44021,44021,44021,845,fear,11,India,female,0.0003533341899010664,"India, female"
44022,44022,44022,44022,846,governor,11,India,empowerment,0.0003533341899010664,"India, empowerment"
44060,44060,44060,44060,884,trial,11,India,violence,0.0003533341899010664,"India, violence"
44077,44077,44077,44077,901,care,11,India,female,0.0003533341899010664,"India, female"
44079,44079,44079,44079,903,manager,11,India,empowerment,0.0003533341899010664,"India, empowerment"
44087,44087,44087,44087,911,fail,10,India,female,0.0003212128999100604,"India, female"
44108,44108,44108,44108,932,grandma,10,India,female,0.0003212128999100604,"India, female"
44114,44114,44114,44114,938,employee,10,India,empowerment,0.0003212128999100604,"India, empowerment"
44139,44139,44139,44139,963,feeling,10,India,female,0.0003212128999100604,"India, female"
44161,44161,44161,44161,985,pretty,10,India,female,0.0003212128999100604,"India, female"
44164,44164,44164,44164,988,allegation,10,India,violence,0.0003212128999100604,"India, violence"
44166,44166,44166,44166,990,niece,10,India,female,0.0003212128999100604,"India, female"
44177,44177,44177,44177,1001,kiss,10,India,female,0.0003212128999100604,"India, female"
44204,44204,44204,44204,1028,prison,9,India,violence,0.00028909160991905434,"India, violence"
44211,44211,44211,44211,1035,emotional,9,India,female,0.00028909160991905434,"India, female"
44221,44221,44221,44221,1045,newborn,9,India,female,0.00028909160991905434,"India, female"
44222,44222,44222,44222,1046,strong,9,India,male,0.00028909160991905434,"India, male"
44224,44224,44224,44224,1048,shop,9,India,female,0.00028909160991905434,"India, female"
44226,44226,44226,44226,1050,judge,9,India,violence,0.00028909160991905434,"India, violence"
44273,44273,44273,44273,1097,shopping,9,India,female,0.00028909160991905434,"India, female"
44327,44327,44327,44327,1151,abduction,8,India,violence,0.00025697031992804833,"India, violence"
44329,44329,44329,44329,1153,scientist,8,India,empowerment,0.00025697031992804833,"India, empowerment"
44330,44330,44330,44330,1154,hate,8,India,violence,0.00025697031992804833,"India, violence"
44357,44357,44357,44357,1181,equality,8,India,empowerment,0.00025697031992804833,"India, empowerment"
44367,44367,44367,44367,1191,war,8,India,violence,0.00025697031992804833,"India, violence"
44418,44418,44418,44418,1242,kind,8,India,female,0.00025697031992804833,"India, female"
44441,44441,44441,44441,1265,author,8,India,empowerment,0.00025697031992804833,"India, empowerment"
44446,44446,44446,44446,1270,model,8,India,female,0.00025697031992804833,"India, female"
44479,44479,44479,44479,1303,deputy,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44489,44489,44489,44489,1313,bikini,7,India,female,0.00022484902993704227,"India, female"
44495,44495,44495,44495,1319,graduate,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44497,44497,44497,44497,1321,bold,7,India,male,0.00022484902993704227,"India, male"
44504,44504,44504,44504,1328,naked,7,India,female,0.00022484902993704227,"India, female"
44506,44506,44506,44506,1330,afraid,7,India,female,0.00022484902993704227,"India, female"
44519,44519,44519,44519,1343,goal,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44556,44556,44556,44556,1380,blood,7,India,violence,0.00022484902993704227,"India, violence"
44560,44560,44560,44560,1384,abortion,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44566,44566,44566,44566,1390,breast,7,India,female,0.00022484902993704227,"India, female"
44570,44570,44570,44570,1394,nurse,7,India,female,0.00022484902993704227,"India, female"
44578,44578,44578,44578,1402,robbery,7,India,violence,0.00022484902993704227,"India, violence"
44587,44587,44587,44587,1411,voice,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44597,44597,44597,44597,1421,equal,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44634,44634,44634,44634,1458,kidnapping,7,India,violence,0.00022484902993704227,"India, violence"
44636,44636,44636,44636,1460,guy,7,India,male,0.00022484902993704227,"India, male"
44654,44654,44654,44654,1478,protester,7,India,empowerment,0.00022484902993704227,"India, empowerment"
44661,44661,44661,44661,1485,rapist,7,India,violence,0.00022484902993704227,"India, violence"
44692,44692,44692,44692,1516,killer,6,India,violence,0.00019272773994603623,"India, violence"
44693,44693,44693,44693,1517,widow,6,India,female,0.00019272773994603623,"India, female"
44717,44717,44717,44717,1541,injury,6,India,violence,0.00019272773994603623,"India, violence"
44736,44736,44736,44736,1560,defend,6,India,violence,0.00019272773994603623,"India, violence"
44755,44755,44755,44755,1579,courage,6,India,empowerment,0.00019272773994603623,"India, empowerment"
44804,44804,44804,44804,1628,authority,6,India,empowerment,0.00019272773994603623,"India, empowerment"
44805,44805,44805,44805,1629,sentence,6,India,violence,0.00019272773994603623,"India, violence"
44841,44841,44841,44841,1665,racist,6,India,violence,0.00019272773994603623,"India, violence"
44890,44890,44890,44890,1714,successful,5,India,empowerment,0.0001606064499550302,"India, empowerment"
44896,44896,44896,44896,1720,nephew,5,India,male,0.0001606064499550302,"India, male"
44901,44901,44901,44901,1725,criminal,5,India,violence,0.0001606064499550302,"India, violence"
44958,44958,44958,44958,1782,prince,5,India,male,0.0001606064499550302,"India, male"
44962,44962,44962,44962,1786,convict,5,India,violence,0.0001606064499550302,"India, violence"
44980,44980,44980,44980,1804,owner,5,India,empowerment,0.0001606064499550302,"India, empowerment"
45001,45001,45001,45001,1825,achieve,5,India,empowerment,0.0001606064499550302,"India, empowerment"
45093,45093,45093,45093,1917,founder,5,India,empowerment,0.0001606064499550302,"India, empowerment"
45105,45105,45105,45105,1929,knife,5,India,violence,0.0001606064499550302,"India, violence"
45110,45110,45110,45110,1934,lawsuit,5,India,violence,0.0001606064499550302,"India, violence"
45129,45129,45129,45129,1953,inspiration,5,India,empowerment,0.0001606064499550302,"India, empowerment"
45133,45133,45133,45133,1957,athlete,5,India,male,0.0001606064499550302,"India, male"
45170,45170,45170,45170,1994,master,5,India,male,0.0001606064499550302,"India, male"
45174,45174,45174,45174,1998,lie,5,India,female,0.0001606064499550302,"India, female"
